id,pesan,kategori,label
15305,klo masyarakat ad gangguan ekonomi merosot se hingga tidak bisa membayar kistrik....! apakah pihak PLN bisa me maaf kan.....? sekedar bertanya aj.,Informasi Umum,Tidak Berisiko
15306,dijambi mati lampu terusss,Percakapan Biasa,Tidak Berisiko
15307,minta maaf mulu,Percakapan Biasa,Tidak Berisiko
15308,maaf pak gk bisa di terima untuk kli ini. pak di Aceh panas luar biasa lhoh pak. ya ampun pak segera pak ini udh 20 jam mati tanpa hidup seditik pun.,Percakapan Biasa,Tidak Berisiko
15309,[Stiker] gamau anda harus ganti token saya 20jt,Percakapan Biasa,Tidak Berisiko
15310,aku belum hidup woii😭😭,Percakapan Biasa,Tidak Berisiko
15311,minta mav aja pak GK da subsidi tokennya 😏,Percakapan Biasa,Tidak Berisiko
15312,Binjai dari jam 6 sore semalem Sampek skrg blm hidup:),Jadwal & Kegiatan,Tidak Berisiko
15313,Jagan minta maaf doang,Percakapan Biasa,Tidak Berisiko
15314,klau ngak sanggup mundur aja bro,Percakapan Biasa,Tidak Berisiko
15315,klw masyarakat yg lupa bayar 1 hati langsung putus pak...nggak bisa minta maaf langsung putus klw tdk bayar tgl 21..😂😂😂😂😂,Transaksi Aman,Tidak Berisiko
15316,barusan lampu d t4 ku mati lagi🥱😌,Percakapan Biasa,Tidak Berisiko
15317,"di tebo, jambi mati sihh bntar,sudh subuh kek nya sampai
jam 9 pagi udh idup lagi 😁",Jadwal & Kegiatan,Tidak Berisiko
15318,"riau pak..
aman pakk..padan sesekali gak papa..
asal jgn di korupsi aja yaa pak😊",Percakapan Biasa,Tidak Berisiko
15319,Baru di era presiden ini😂😂,Percakapan Biasa,Tidak Berisiko
15320,mpt kmi msih mati pm,Percakapan Biasa,Tidak Berisiko
15321,Bertobatlah,Percakapan Biasa,Tidak Berisiko
15322,Yang dibelakang rame kali duduk duduk santai pak..,Percakapan Biasa,Tidak Berisiko
15323,ini aja mati lampu lgi bjit,Percakapan Biasa,Tidak Berisiko
15324,Gamau maafin Aku tidur pakai kain basah aja Masih kepanasan😭😭,Percakapan Biasa,Tidak Berisiko
15325,"kalau kejadian blackout ini apa PLN memberikan imbalan kepada pelangggan????, pelanggan telat bayar langsung diputus aliran listriknya, berapa besar kerugian yang masyarakat tanggung PLN!!!!",Transaksi Aman,Tidak Berisiko
15326,"GAMAUUU, AK KEPANASAN WOII TIDURNYA 😭😭 pindah posisi pun tetep kepanasan 😭😭😭",Percakapan Biasa,Tidak Berisiko
15327,pak solusinya yg dipercepat bukan klarifikasinya 😂😂😂😂😂,Percakapan Biasa,Tidak Berisiko
15328,saya maafkan ... semoga lekas diperbaiki,Percakapan Biasa,Tidak Berisiko
15329,"rimbo pnjng PKU,padam sekitar jam 18.°° s/d 20.°° an.habis itu nyala lagi listriknya sampe subuh jam 5 pagi.habis itu padam lagi sampe jam 10 pagi dch 🤔",Jadwal & Kegiatan,Tidak Berisiko
15330,"gara"" mati lampu semalem gua jadi ikut antri panjang sbb sistem di PC nya ngehank 😭😭 bayar online jg ngga ada sinyal gangguan aplikasi gopay",Transaksi Aman,Tidak Berisiko
15331,Dari Jm 7 mlm baru hidup Jm 10 pagi tdi 🥲,Percakapan Biasa,Tidak Berisiko
15332,itu knpa bapak yg di sebelah nya kok kyak memberikan kode gitu,Percakapan Biasa,Tidak Berisiko
15333,"Jutaan orang terdampak & rugi ...
Hal ini tidak pernah terjadi selama puluhan ...
Padahal ...
Kami rakyat gak pernah nunggak bayar listrik, klwpun nunggak pasti didenda ...
Bentuk pertanggungjawaban ...
Gak cukup hanya minta maaf. Gentlenya ya MUNDUR ....",Transaksi Aman,Tidak Berisiko
15334,maafmu tak mengembalikan omsetku,Percakapan Biasa,Tidak Berisiko
15335,set ini mati lagi pak barusan,Percakapan Biasa,Tidak Berisiko
15336,"selama ini gak pernah lama padam nya.,,,ada apa dibalik padam nya listrik sampai lama x,...pecat aja Dirut PLN ini",Informasi Umum,Tidak Berisiko
15337,dari pagii sampe sekarang anj,Percakapan Biasa,Tidak Berisiko
15338,"rugi satu kg beras, baru dicolokin megicokomnya, lampunya mati",Percakapan Biasa,Tidak Berisiko
15339,"udah yg ke 2 kali nya listrik mati total se sumatera, kerugian cukup besar bg pembisnis ikan,dan usaha lainnya nya.",Informasi Umum,Tidak Berisiko
15340,"anda seharusnya bicara kompensasi yg diperlukan masyarakat, bukan kata maaf",Percakapan Biasa,Tidak Berisiko
15341,"Enak aja, listrik bayar pake uang tau lu, rugi besar aku akibat ga ada aba2 mati lampu ikan ku pada mati semua, hancur sudah hancurr",Transaksi Aman,Tidak Berisiko
15342,sampe sekarang belum idup pak:(,Percakapan Biasa,Tidak Berisiko
15343,"kok siang hari ndk bisa dipaelok an dopak, Baa kok harus malam,,
ha",Percakapan Biasa,Tidak Berisiko
15344,PERCAYA KALIAN????,Percakapan Biasa,Tidak Berisiko
15345,aku mlh ga dapat jatah tadi mlm gara2 lampu mati😭,Percakapan Biasa,Tidak Berisiko
15346,gamau ah mau ngerjain metopen aja gabisa,Percakapan Biasa,Tidak Berisiko
15347,"pak biasanya klo ada gempa pun ato ujan badai gk sampek kayak gini juga listrik matinya, ni d medan masih banyak daerah yg blom nyala listrik nya pak",Kata Kasar & Ancaman,Berisiko
15348,"ga usah minta maaf, perbaiki secepatnya aja, suntuk ini tak belampu😭",Percakapan Biasa,Tidak Berisiko
15349,di medan jam 19.00 sampai jam 01.30 da hidup,Jadwal & Kegiatan,Tidak Berisiko
15350,jangan terulang lagi bapak salam profesional terimakasi,Percakapan Biasa,Tidak Berisiko
15351,saya sampe tidur jam 3 karna panas banget😭,Jadwal & Kegiatan,Tidak Berisiko
15352,eleh sebelum ini juga di daerah ku tepatnya di dusun ku tetep listriknya lemah. tiap malam lampu jedag jedug njir dan kemarin pas hujan malah lebih parah karna ak pengguna PC jadi setiap listrik melemah pasti pc nya mati dan walau pc udh mati perlampuan di rumah ku dan rumah tetangga lampunya jedag jedug,Informasi Umum,Tidak Berisiko
15353,"Kalau PLN mati cukup minta maap , tapi klu terlambat bayar tagihan , langsung putus aliran .",Transaksi Aman,Tidak Berisiko
15354,wilayah hamparan perak sampai sekarang belum nyala....malam panas siang makin menyala puanaaasss se,Percakapan Biasa,Tidak Berisiko
15355,"Enak aja mau di maafin, dari jam 7 malam sampe jam 12 siang baru hidup. Susaaah pak, semua mati total. Air ga ada, tidur pun susah, mo kerjaan pun terkendala. Begitu listrik ga di bayar koar2 dari pihak pln tapi kalo padam kan listrik ga masalah sampe berjam2 😩",Kata Kasar & Ancaman,Berisiko
15356,ytt aja,Percakapan Biasa,Tidak Berisiko
15357,"sedikit pun saya tidak percaya,yg saya percaya ada unsur politik didalam nya",Percakapan Biasa,Tidak Berisiko
15358,kami juga minta maaf kalau GK bayar 1 bulan🤣🤣🤣🤣,Transaksi Aman,Tidak Berisiko
15359,belut pada keluar semua pas mati lampu 😭😭mancing dapat 1 kg 😭,Percakapan Biasa,Tidak Berisiko
15360,sekarang lah mati lampu pulok nak,Kata Kasar & Ancaman,Berisiko
15361,"Woii ganti duit ku PLN 😑😑 gara gara mati lampu, habis duitku 367rb ke cafe aja 😑😑 Dari jam 8 malam sampai jam 5 subuh...",Kata Kasar & Ancaman,Berisiko
15362,"gratiskan listrik selama satu bulan,.... kalau minta maaf anak SD juga bisa",Informasi Umum,Tidak Berisiko
15363,"rumah kami blm idup ini hay, mana dekat polsek dekat puskesmas, enggak ngaruh tetep gak idup juga smpe skrg. stok air sisa stengah kolam😑",Percakapan Biasa,Tidak Berisiko
15364,GUE MAU SKRIPSIAN ANJER😭,Percakapan Biasa,Tidak Berisiko
15365,"giliran bayar sehari aj telat ,main putus ,enak aj minta maaf",Transaksi Aman,Tidak Berisiko
15366,kita yg tinggal di Jambi udah terbiasa tiap hari mati lampu,Percakapan Biasa,Tidak Berisiko
15367,"13:35 waktu medan krio. listrik belum idup juga om
jagan cuma minta maaf. diskon lah",Informasi Umum,Tidak Berisiko
15368,"Sumsel terutama misi rawas malah dah biasa pak, krna keseringan bgt🤭",Percakapan Biasa,Tidak Berisiko
15369,smlam dri jam 6 malam smpe jam 5 pagi. ini mati lagi sampe jam brpa nti? 1 pagi?,Jadwal & Kegiatan,Tidak Berisiko
15370,"Terlalu gampang hanya meminta maaf.
apa konpensasi ny buat masyarakat ?
Coba masyarakat terlambat bayar,pasti meteran nya di cabut.",Transaksi Aman,Tidak Berisiko
15371,"Kompensasi bagi kami yg terdampak apa dong pak, jgn hanya minta maaf aja",Percakapan Biasa,Tidak Berisiko
15372,di binjai dari jam tengah 7 ampe jam 1 siang lho,Jadwal & Kegiatan,Tidak Berisiko
15373,"semalam baru nyala,,,paginya mati lagi😏",Percakapan Biasa,Tidak Berisiko
15374,Medan udh hidup blm guys,Percakapan Biasa,Tidak Berisiko
15375,"yang kluar rumah pas malam nya , trs cas hp di indomaret sma alfa 😫",Percakapan Biasa,Tidak Berisiko
15376,"[Stiker] lgi jumshot glowal min, mlah mati lampu🗿",Percakapan Biasa,Tidak Berisiko
15377,woyla CIK mati lampu terbesar ini di sejarah di pulau sumatra🗿,Percakapan Biasa,Tidak Berisiko
15378,"pak, gara gara bapak kami ngeluarin duit untuk sebatas ngrcharge di cafe, setidaknya ada kompensasi lah pak",Percakapan Biasa,Tidak Berisiko
15379,"Masa minta maaf aja,minimal kompensasi lah bujang !
giliran nunggak bayar listrik kena denda trs di putus,giliran kayak gini gak ada kompensasi nya 🗿",Transaksi Aman,Tidak Berisiko
15380,"paaaak setelah minta maaf,pln masih rugi ngak.",Informasi Umum,Tidak Berisiko
15381,"aku di riau pak dari jam 19:00 padam smpi jam 3 pagi baru nyala,kini padam lagi listriknya😭",Jadwal & Kegiatan,Tidak Berisiko
15382,"hemat solar ya pak, tapi laporan pemakaian solar tetap sama ya pak, mannteeep",Informasi Umum,Tidak Berisiko
15383,"dijambi td malam mati 4 jam, trus paginya mati lagi 4 jam",Percakapan Biasa,Tidak Berisiko
15384,"Pakkk sampek sekarang daerah binjai belom idopppp, kami butuh air pakk😭😭😭",Percakapan Biasa,Tidak Berisiko
15385,"Pak mikir,aku gk bisa hidup tanpa ac di dunia yg sepanas iniiiiiiiiiiii",Percakapan Biasa,Tidak Berisiko
15386,buat g mood tau ga sih pak tidur g bisa krena panassss,Percakapan Biasa,Tidak Berisiko
15387,pak kemaren aku beli banyak lauk untuk stok seminggu terpaksa ku ungkep semua padahal mau bikin gulai efek mati lampu😳,Percakapan Biasa,Tidak Berisiko
15388,"Singkat aja pak, dibayar berpa 😌",Percakapan Biasa,Tidak Berisiko
15389,"aku sampe tidur di rumah sakit , saking lamanya mati lampu😂",Percakapan Biasa,Tidak Berisiko
15390,"tapi saya ndak apa apa pak
ada kesan sendiri memang kalau mati lampu total gini
ayem aja rasanya",Percakapan Biasa,Tidak Berisiko
15391,woii batre tinggal 10%,Percakapan Biasa,Tidak Berisiko
15392,apa ada ganti rugi ke masyarakat pak PLN?? klu kami telat bayar tagihan kenak denda. klau lampu kami anda matikan apa ganti ruginya bagi kami sebagai konsumen,Transaksi Aman,Tidak Berisiko
15393,token gratiss diskon dehh boleh jg,Percakapan Biasa,Tidak Berisiko
15394,Gak butuh maaf pak. Butuh lampu nya hidup ini,Percakapan Biasa,Tidak Berisiko
15395,""" Untuk itu, demi meningkatkan pelayanan kedepannya, maka kami akan menaikan tarif listrik dalam waktu dekat! """,Informasi Umum,Tidak Berisiko
15396,kami dri jam 7 kurang malam sampai jam 10 pagi...bayi saya rengek malam gak bisa tidurrr,Jadwal & Kegiatan,Tidak Berisiko
15397,jam 12 siang tadi baru hidup,Jadwal & Kegiatan,Tidak Berisiko
15398,PAKKKK SAYA KALO KEPANASAN JADI SUMALAA😭😭😭😭,Percakapan Biasa,Tidak Berisiko
15399,"gak papa pak di maafkan,, tapi setidaknya jangan main padam tiba tiba,, rasa ny itu seperti,,, lagi sayang' ny malah di tinggal pergi,,tanpa pamit😁😁😁",Percakapan Biasa,Tidak Berisiko
15400,cucu2 kami pd nangis pak kepanasan dan gelap.,Percakapan Biasa,Tidak Berisiko
15401,mati lampu jaringan malah ikut mati,Percakapan Biasa,Tidak Berisiko
15402,dolar naik beli solar mahal JD hemat hemat,Percakapan Biasa,Tidak Berisiko
15403,mundur pak kalau engga sanggup,Percakapan Biasa,Tidak Berisiko
15404,"iya pak, dimaafin, udah buruan nyalain listriknya, GERAAAHHHH😭😭😭",Percakapan Biasa,Tidak Berisiko
15405,saatnya rakyat gugat PLN..,Informasi Umum,Tidak Berisiko
15406,singkat saja brapa ton sawit yg lewat pak 😂,Percakapan Biasa,Tidak Berisiko
15407,Imam bertanya bagaimana mana kesaksian kalian terhadap PLN ini jawab jemaah baiiik. Bagaimanakah kesaksian bapak bapak terhadap mohon maaf PLN ini jawab Jemaah Maaaaf. Imam melanjutkan dengan terimakasih bila kesaksian para jemaah baik dan memaafkannya semoga baik di hadapan Allah Swt,Informasi Umum,Tidak Berisiko
15408,Lampung juga terjadi pemadaman listrik satu jam lebih,Informasi Umum,Tidak Berisiko
15409,"semalam mati lampu sy JD merasakan bagaimana hidup tanpa listrik ..tidur terasa gerah panas,..gelap dan banyak nyamuk .",Informasi Umum,Tidak Berisiko
15410,"terlambat bayar masalah
.... terlambat padam oke lah.... 😂😂😂",Transaksi Aman,Tidak Berisiko
15411,[Stiker] lama pakkkkkkkkkkkk,Percakapan Biasa,Tidak Berisiko
15412,"bakal ada pemadaman selanjutnya gak,,
sriusan tanya biar kita siap2",Informasi Umum,Tidak Berisiko
15413,giliran kami telat bayarnya..... tapi pelayanan kurang memuaskan,Percakapan Biasa,Tidak Berisiko
15414,"lama amat ngomongnya,bapak membaca ya....,kenapa pekan baru mati lampu lg dari jam 11 pagi pak,ini panas pak,mn cuaca panas juga,dengar bapak ngomong tambah panas lg pak...😢",Jadwal & Kegiatan,Tidak Berisiko
15415,dri jam 8 pagi smpe sekarang blum hidup2 woiiii,Jadwal & Kegiatan,Tidak Berisiko
15416,"gak bisa pak gak bisaa...
panas pak dari magrib semalam baru jam 2 siang ini hidup listriknya..
malah katanya bakalan ad giliran pemadaman lagi😭😭😭 tolong pak tolong...",Jadwal & Kegiatan,Tidak Berisiko
15417,"[Stiker] iya dimaapin, untung ga smpe malming matiny",Percakapan Biasa,Tidak Berisiko
15418,"@Gustri:Klo Rakyat di minta sabar menunggu sampai Listrik menyala..mau menunggunya 1,2,3,4,5,6 jam bahkan seharian sampe peralatan listrik di rmhpun rusak gara2 voltase yg naik turun.. TETAP di suruh BERSABAR..
Pada saatnya pembayaran tagihan LISTRiK tiba, Rakyat tidak boleh bersabar, harus di bayar tepat waktu itupun dgn ancaman akan di PUTUS atau DI CABUT klo tidak bayar tepat waktu..
ADILKAH seperti itu bapak PLN terhormat",Transaksi Aman,Tidak Berisiko
15419,KALO RAKYAT TELAT BAYAR MAAF TDK BERLAKU,Transaksi Aman,Tidak Berisiko
15420,GAK MAU MAAFIN AKI MOTORKU TEKORR!,Percakapan Biasa,Tidak Berisiko
15421,di tempat aku mati lampu lagi,Percakapan Biasa,Tidak Berisiko
15422,MUNDURRRRRRRRR,Percakapan Biasa,Tidak Berisiko
15423,"pecat dirut nya, masa ngk diprhatikn risk mangemntnya",Percakapan Biasa,Tidak Berisiko
15424,"[Stiker] gamau maafin, ak gabisa bobo krn gerah",Percakapan Biasa,Tidak Berisiko
15425,ganti untung😁,Percakapan Biasa,Tidak Berisiko
15426,pengalihan isu soal kasus nadim ga sih😏,Percakapan Biasa,Tidak Berisiko
15427,"Gw telat bayar bbrp jam aja lu denda, ini mati semalaman minimal kompensasi biaya listrik lah woy!",Transaksi Aman,Tidak Berisiko
15428,muak.,Percakapan Biasa,Tidak Berisiko
15429,Mati lampu seluruh sumatra gk mksud di akal 😳 🤣,Percakapan Biasa,Tidak Berisiko
15430,Ketika Kebutuhan utama masyarakat dialihkan utk kepentingan pribadi segelintir yg punya kuasa. Ini kerusakan atau kesepakatan,Percakapan Biasa,Tidak Berisiko
15431,"Mana sinyal ikuan ilang, kek brsa balik ke zamann praaksara",Percakapan Biasa,Tidak Berisiko
15432,terlalu banyak omng tinggal tanggung jawab dan ganti rugi untuk masyarakat aja simpel,Percakapan Biasa,Tidak Berisiko
15433,"oke aku maafin tp jagan sampai hari Minggu juga mati yaa, gimana nyetrika seragam sekolah gw",Percakapan Biasa,Tidak Berisiko
15434,"ga butuh maaf, hidupkan aja !",Percakapan Biasa,Tidak Berisiko
15435,"andai kan pln gini ada di kota lain udah di demo,di kota lain padam PLN 30/1 jam aja udah di protes,lah sedang kan di Jambi padam PLN hampir setiap hari dgn waktu yg lama2😏",Informasi Umum,Tidak Berisiko
15436,barang keluar apa masuk nih?,Percakapan Biasa,Tidak Berisiko
15437,Sumsel juga kena dampak nya juga kocak😤,Percakapan Biasa,Tidak Berisiko
15438,diskon token listrik 50℅,Informasi Umum,Tidak Berisiko
15439,Engaaaap anjirr mana di rumah sendiri,Percakapan Biasa,Tidak Berisiko
15440,kalo kami telat bayar listrik boleh minta maaf aja ga pak? ga usah dikasih denda apalagi meterannya diangkat? (bertanya dengan nada lembut) 🥰,Transaksi Aman,Tidak Berisiko
15441,nanti malam aman kan?,Percakapan Biasa,Tidak Berisiko
15442,"[Stiker] gamau di maafin
tenun ku jadi ga selesai
jadi ga bisa jual tenun
ga MARONAN kami jadi nya",Percakapan Biasa,Tidak Berisiko
15443,"Malass, kami kegerahan😏",Percakapan Biasa,Tidak Berisiko
15444,dari jam 18.44 sampe sekarang jam 13.34 belum juga hidup.,Jadwal & Kegiatan,Tidak Berisiko
15445,Lancar ya pak rencanya 😁👏👏,Percakapan Biasa,Tidak Berisiko
15446,"kami punya bayi,baru lahiran pak banyangkan malam mati lama gelap gulita panas lagi ni riau,,kami bayar listrik mahal setiap bulan tolong lah di percepat,ini pagi udh mati lagi sampai skrg belum nyala.",Kata Kasar & Ancaman,Berisiko
15447,"pak.. maaf bapak dtrima.. tapi dampaknya bagaimana buat kami. kami kepanasan di pekanbaru ini, ga masak( makan diluar, dan itu macet.. asli orang"" panik) , trus kami harus cari tempat menginap.. Sbab saya punya anak kecil. apa begini hanya bisa dikatakan maaaf.. alangkah baiknya ada kompensasi.. itu lebih bijak.. 🙏",Percakapan Biasa,Tidak Berisiko
15448,pokoknya GK dimaafkan,Percakapan Biasa,Tidak Berisiko
15449,Haduuuuu pakkkkkkk tolong la ini lampu mati sdh 19jam lebih...gantian la nyalain..bahan2 dikulkas bakal rusak klo gak ada listrik..bapak gak tidur kami pun gk bisa tidur pak..gak ada listrik panassss..bukan gak sabar tpi ini uda terlalu la pak...,Kata Kasar & Ancaman,Berisiko
15450,gak mikir dulu,Percakapan Biasa,Tidak Berisiko
15451,sakit ati banget hp ngedrop wifi mati semalaman,Percakapan Biasa,Tidak Berisiko
15452,Ngapain minta maaf wong saya suka,Percakapan Biasa,Tidak Berisiko
15453,"lah aku senang lampu mati, malam tadi bisa liat bintang yang indah bgt tanpa adanya polusi cahaya 😍🥰",Percakapan Biasa,Tidak Berisiko
15454,"pls deh tempat tinggal ku sering buanget mati lampu, daerah lain kalo hujan deres yang deres banget kecil kemungkinan buat mati lampu, tp kalo tempat ku? yaAllah gledek kecil aja udah mati",Kata Kasar & Ancaman,Berisiko
15455,gamau maafin soalnya gabisa tidur saya pak karna kepanasan😭,Percakapan Biasa,Tidak Berisiko
15456,"Seharis nya ada,Pemberitahuan dlu",Informasi Umum,Tidak Berisiko
15457,bru kali ini pln sampe minta maaf padahal matinya gak lama paling 4 jam an dlu saya dr sore sampe besok siangnya mati bru hidup 😂,Jadwal & Kegiatan,Tidak Berisiko
15458,uda dulu pak klarifikasi nya drmh ku dr td mlm smpe skrg blm idup jg,Percakapan Biasa,Tidak Berisiko
15459,Jambi di tanjamb timur dr jam 7 padam baru idop jam 6 pagiii woee😭,Jadwal & Kegiatan,Tidak Berisiko
15460,"Maaf utk sementara gabisa memaafkan pak, smlm saya ga tidur kipas in anak Dr malam sampe subuh 🫵",Percakapan Biasa,Tidak Berisiko
15461,D daerah beringin sumut blm hidup smpai skrg😭,Percakapan Biasa,Tidak Berisiko
15462,"gamau maafin,ga bisa tdr krna kipas angin ga idup",Percakapan Biasa,Tidak Berisiko
15463,iya dimAapin tapi klw hiliran telat bayar lustfik jangan diputusin pak.mohon.maap agak telattt,Transaksi Aman,Tidak Berisiko
15464,"maaf doang?
enak banget lu.
ganti Rugi dong brapa byk pengusaha2 yg rugi akibat pemadaman listrik?",Informasi Umum,Tidak Berisiko
15465,"minta maaf aja,, ganti rugi lah",Percakapan Biasa,Tidak Berisiko
15466,"gamau maafin, ga bisa manja manjaan sama hts semalaman 😭",Percakapan Biasa,Tidak Berisiko
15467,gamau maaf aja ga cukup,Percakapan Biasa,Tidak Berisiko
15468,"bagi token gratis lah
jangan cuma minta maaf pak ☺️",Percakapan Biasa,Tidak Berisiko
15469,mau naik brp,Percakapan Biasa,Tidak Berisiko
15470,benar. negara ini tidak baik2 saja,Percakapan Biasa,Tidak Berisiko
15471,kenapa harus nunggu gangguan dulu baru di tangani,Percakapan Biasa,Tidak Berisiko
15472,Ini bengkulu kena woiii skrg lagi mati listrik,Informasi Umum,Tidak Berisiko
15473,"yaaa Allah aku kembali zaman dulu kok bisa yaaa tadi MLM aku gak bisa tidur,padahal dulu masa kecil aku terbiasa Tampa lampu dan kipas, setelah sekarang kesenangan merubah segalanya dan gak bisa lagi pennyesuai an sesusah zaman dlu.",Percakapan Biasa,Tidak Berisiko
15474,"pak untung saya udh balek krumah orang tua saya jadi bisa tdur, KLO masih di kampung suami paling udh ngamuk2 pak g bisa tdur karna gerah 😭🤣",Percakapan Biasa,Tidak Berisiko
15475,"Jangan hanya minta maaf tapi harus ada kompensasi karena sangat merugikan baik pelanggan RT maupun dunia usaha, kalau karena cuaca dampaknya tak mungkin sebesar ini, jangan hanya cari alasan",Percakapan Biasa,Tidak Berisiko
15476,"enak bangat ya cuma minta maaf selesai perkara🗿
giliran konsumen telat bayar, bikin sanksi nya suka².",Transaksi Aman,Tidak Berisiko
