pesan,kategori,label
pak padang bulan sekitar dan medan amplas pakkk tolong dongg batre + sinyal juga ikut menyiksaaaaa.. semalam nyamuk kenyang kenyang lah di Sumatera ini,Percakapan Biasa,Tidak Berisiko
woii ditempat ku juga belom nihh tolong lah,Percakapan Biasa,Tidak Berisiko
"jarang pejabat kita kalo gagal memimpin terus mengundurkan diri...
kalo ada ..itu fenomena langka.",Percakapan Biasa,Tidak Berisiko
"2 kali ini om, masak vuman minta maaf dian? Komoensasi donk, trus ganti penanggung jawabnya",Percakapan Biasa,Tidak Berisiko
Di medan daerah jalan ASIA SAMPEK SEKARANG JAM 11.28 GAK HIDUP JUGAK,Jadwal & Kegiatan,Tidak Berisiko
Saya sampe chekin di hotel biar bisa tidur dan ngecas hp 😭 tolong lah kompensasi nya token gratis nanti ya sebulan,Percakapan Biasa,Tidak Berisiko
Sumatera Selatan jugaaa,Percakapan Biasa,Tidak Berisiko
gara gara kau rambut ku cmh di pangkas sebela karna listrik mati,Informasi Umum,Tidak Berisiko
udalah pak..rakyat Indonesia sangat kecewa besar ke PLN,Informasi Umum,Tidak Berisiko
ganti ruginya anak ayam peternak ku gara mati listrik nya abis 3 m uang ku hangus nya pln harus bertanggung jawab nya,Informasi Umum,Tidak Berisiko
18.45 11.28 euy,Percakapan Biasa,Tidak Berisiko
"Usia ku 39thn, se umur2 baru ini kejadian",Percakapan Biasa,Tidak Berisiko
"masyarakat dak butuh kata2 panjang lebar pak,klau PLN ada kesalahan cma cukup mintak maaf,.tpi klau masyarakat telat bayar didenda,.intinya skarang tindakan PLN tuk masyarakat apa pak cma mintak maaf aj.",Transaksi Aman,Tidak Berisiko
"kasih kompensasi lah jngn cuma minta maaf
minimal kasih diskon lah 😁",Percakapan Biasa,Tidak Berisiko
Aku gasuka ya pak!,Percakapan Biasa,Tidak Berisiko
amin... trimakasih atas kerja keras bapak kmi sangat menghargai semua itu pak semoga berjalan dengan baik amin.,Percakapan Biasa,Tidak Berisiko
"jang enam, 18 jam gak hidup dimedan ini.",Percakapan Biasa,Tidak Berisiko
@Bg-DchaN @erik govinsta @Ajudan28 @Hobby Sawit @Iqbalrisky,Percakapan Biasa,Tidak Berisiko
Maaf maaf,Percakapan Biasa,Tidak Berisiko
Berapa ton pak yg masuk?😂🥰,Percakapan Biasa,Tidak Berisiko
disini udaa idup,Percakapan Biasa,Tidak Berisiko
wooooy dari jam 6 lewat sampai sekarang jam 12 siang gak hidup juga ini lampu ....bussssuk semua ikan2 dan bahan2 makananku dikulkas😭,Jadwal & Kegiatan,Tidak Berisiko
Slowmo kali pun ngomongnya pak,Percakapan Biasa,Tidak Berisiko
"Maaf ya maaf sih bapak, baru juga idup uda mati lagi lampunya, RIAU😭😭😭",Percakapan Biasa,Tidak Berisiko
"cuma minta maaf aja ni???
Kasi diskon la buat pembayaran bulan ini,kerna kesalahan kalian yang kurang teliti",Transaksi Aman,Tidak Berisiko
sinar nya🫣,Percakapan Biasa,Tidak Berisiko
"mati 12 jam we,cuma minta maaf 😳",Percakapan Biasa,Tidak Berisiko
"3 hari kita pernh mati lampu, alhamdulillah bisa bertahan walau kalang kabut 😊",Percakapan Biasa,Tidak Berisiko
"kami sangat sangat tidak nyaman pak
pikirkan jg kerugian kami atas kelalaian ini🥺🥺🥺
usaha gak jalan😏",Percakapan Biasa,Tidak Berisiko
"habis minta maaf, abis itu gimana bapaknya?",Percakapan Biasa,Tidak Berisiko
pidato te,Percakapan Biasa,Tidak Berisiko
Harus ada Kompensasi diskon tagihan. Gratis,Transaksi Aman,Tidak Berisiko
𝙽𝚊𝚗𝚝𝚒 𝚍𝚒 𝚋𝚒𝚕𝚊𝚗𝚐 𝚛𝚞𝚐𝚒,Percakapan Biasa,Tidak Berisiko
blackout tour Sumatra,Percakapan Biasa,Tidak Berisiko
di Muaro Sijunjung udah idup dari JM 8,Percakapan Biasa,Tidak Berisiko
"untung saya masih nyimpan lampu ini pak,jadi ingat masa kecil 🥰",Percakapan Biasa,Tidak Berisiko
"pokok nya perusahaan BUMN negara g ada menjamin kepuasan konsumen nya baik di bidang mana pun
kira2 ada yg puas g sebagai pemakai produk2 BUMN",Percakapan Biasa,Tidak Berisiko
"Deli Serdang 12 jam lebih, bahkan sampai sekarang masih ada daerah yang belum nyala listriknya 😭",Percakapan Biasa,Tidak Berisiko
ngga masuk akal!!!,Percakapan Biasa,Tidak Berisiko
"Ingat ketika Frefort tidak akan di perpanjang, BOM PANCI DI JAKARTA TERJADI, sekarang Indonesia menolak injaman IMF ..... apa lagi nanti yg terjadi",Percakapan Biasa,Tidak Berisiko
pegel banget nunggu bapaknya ngomong,Percakapan Biasa,Tidak Berisiko
Maaf segampang itukah,Percakapan Biasa,Tidak Berisiko
"tolong diperbaiki PLN,",Informasi Umum,Tidak Berisiko
LAMA BANGET NGOMONGNYA😭,Percakapan Biasa,Tidak Berisiko
🤣🤣🤣ujung 2 nya minta maaf😂😂😂,Percakapan Biasa,Tidak Berisiko
astagaaaaaaa pak...aku smpai ngeces air liur lo nungguin nya,Percakapan Biasa,Tidak Berisiko
dampak nya panas woiiii ac ga idup mandi kringat,Percakapan Biasa,Tidak Berisiko
mati jm 18:44 nyala jm 5 subuh gila si lama bet,Percakapan Biasa,Tidak Berisiko
"permintaan maaf harus disertakan pemberian reward buat pelanggan,,, jgn maaf2 aja,, karna kalian di beri upah untuk hasil yg maksimal,, bukan malah blackout seperti ini,,,",Percakapan Biasa,Tidak Berisiko
"tiap provinsi ad pmbngkit msing2 ..
kok bsa ya",Percakapan Biasa,Tidak Berisiko
tidak ada maaf,Percakapan Biasa,Tidak Berisiko
"jam 7.30 malam kemarin sampai
jam 7.30 pagi baru hidup listrik di Sumatra Utara Medan",Jadwal & Kegiatan,Tidak Berisiko
"aku jd gabisa sleepcall sm ayang akhirnya aku gatidur td mlm.
aku gamau maafin.",Percakapan Biasa,Tidak Berisiko
Malessssssssssss lahhh 😏,Percakapan Biasa,Tidak Berisiko
"semua UMKM seperti usaha eskrim yang menggunakan listrik rugi besar.. sama siapa kita minta ganti rugi,",Informasi Umum,Tidak Berisiko
gak usah di jelaskan sistim kelistrikan ini masyarakat bukan lagi kuliah .. jelaskan berapa hari perbaikan,Percakapan Biasa,Tidak Berisiko
Kasih kompensansi lah pak... kalau minta maaf doank Anak Kecil Pun bisa Pak...,Percakapan Biasa,Tidak Berisiko
"riau jam 9 pagi baru nyala,, cuaca gerah semalaman",Jadwal & Kegiatan,Tidak Berisiko
terimakasih pak untuk penanganan listrik nya kami tau kalian juga yang semalam sudah sangat berusaha malah kalian rela bekerja lembur untuk itu,Informasi Umum,Tidak Berisiko
sirkus,Percakapan Biasa,Tidak Berisiko
"makasih pak,,,udah kerja keras untuk menerangi kami,resiko mu berat,semoga yang dilapangan selalu dilindungi Allah,,,dan bisa berkumpul SM keluarga",Percakapan Biasa,Tidak Berisiko
bacod,Percakapan Biasa,Tidak Berisiko
"MOGA SEMUA BAIK2 SAJA .
Pribadi tak bisa bnyak komen, krna bnyak komen pun tetap akan bisa berkontribusi atas kjdian.
baik tutup mulut dan berharap pada Tuhan smua baik2 saja🙏🙏🙏🙏",Percakapan Biasa,Tidak Berisiko
Permohonan maaf nya diterima pak,Percakapan Biasa,Tidak Berisiko
tegangan pln daerah tolong di perbaiki karna tegangn drop alat2 elektronok rusak ngk guna kwh jg ngk guna njir,Informasi Umum,Tidak Berisiko
"kami pengguna listrik minta kompensasi, km kalau kami telat bayar kena denda / d putusin..
masa cuma minta maaf ... kasih kompensasi dong",Transaksi Aman,Tidak Berisiko
apa cuma gue aja disini mati lampu langsung turu tadi malam? sehingga gak ada panik2 dn heboh samsek😂😂,Percakapan Biasa,Tidak Berisiko
Tepat aku belum hidup,Percakapan Biasa,Tidak Berisiko
"satu hari telah bayar langsung di denda,i",Transaksi Aman,Tidak Berisiko
"tolong lah pak hidup listrik ini
udh ga tercuci lg sempak kuu",Informasi Umum,Tidak Berisiko
di pulau Jawa GK y pak hanya Sumatra saja y,Percakapan Biasa,Tidak Berisiko
wajar mati lampu 😭,Percakapan Biasa,Tidak Berisiko
slalu... begitu..,Percakapan Biasa,Tidak Berisiko
"Udah lebih 12 jam pak belum hidup2, tapi sebagian di tempat lain sudah ada yg hidup 😫",Percakapan Biasa,Tidak Berisiko
"macam mana pula dr satu tempat imbas ke semua sumatra, apa listrik itu pake server????",Informasi Umum,Tidak Berisiko
klw memng ada gangguan mesin dan sistem transmisi yg kami memnklumi.namanya jg mesin.tp jg hrs di ingat jgn sampai terulang lg,Percakapan Biasa,Tidak Berisiko
gara gara mati listrik saya begadang kerjain tugas saya mana sampai jam 4 pagi baru hidup,Jadwal & Kegiatan,Tidak Berisiko
PLN P NYA APA,Informasi Umum,Tidak Berisiko
lama banget sih ngomong ya.keburu paket habis ni,Percakapan Biasa,Tidak Berisiko
"batrai hp ngedrop, mau ngecas listrik mati dan barusan listrik mati lg...udah 2 jam siang ini mati lg...waduuhhh...",Informasi Umum,Tidak Berisiko
PLN gak jelassss,Informasi Umum,Tidak Berisiko
kami ngk terima permohonan maaf mu pak.,Percakapan Biasa,Tidak Berisiko
maaf doang nih pak gak ada kompensasinya😏,Percakapan Biasa,Tidak Berisiko
mundur pak jgn cm minta maaf,Percakapan Biasa,Tidak Berisiko
@zakwann @jakie @WW. kepencet tombol nya,Percakapan Biasa,Tidak Berisiko
Sampek skrg pun di tanjung Morawa masih mati lampu ... kalau telat pembayaran cepat x pak diputus ... kalau udah kek gini kek mana,Transaksi Aman,Tidak Berisiko
rumah kami masih mati listriknya woiiii,Percakapan Biasa,Tidak Berisiko
woiiii idup kan tegangan listrikkk aku mau nagih utang sama orang belum di bayar di chat gada sinyallllll,Transaksi Aman,Tidak Berisiko
"Berikan kompensasi discount 50% untuk bulan Juni dan Juli, karena banyak pelaku usaha mengalami kerugian, belum lagi peralatan elektronik rumah tangga yg rusak 😁😁😁",Percakapan Biasa,Tidak Berisiko
Zolimnya Negeri ini,Percakapan Biasa,Tidak Berisiko
"Terlalu banyak sistem dan pada ujungnya sistem eror ,sedangkan sistem yang ngatur manusia ,tapi tetap sistem yang di salain",Percakapan Biasa,Tidak Berisiko
ngeri wak......merdeka,Percakapan Biasa,Tidak Berisiko
"konsumen kalau terlambat bayar tagihan cukup minta maaf, juga ya ??",Transaksi Aman,Tidak Berisiko
Maaf doang?gada diskon?,Percakapan Biasa,Tidak Berisiko
"Gara” ini mati lampu, mati air pulak sampe skrg. Mandipun paksa pake aer galon……tolong la pak usahakan cepatttt hidupnya",Kata Kasar & Ancaman,Berisiko
di rumah ku untung lebih cepat dikit 18.45 - 21.40an udah hidup,Percakapan Biasa,Tidak Berisiko
Medan dari jam 7 smpek jam 10 pagi pak,Jadwal & Kegiatan,Tidak Berisiko
Udh mati lampu jaringan pun nge leg,Percakapan Biasa,Tidak Berisiko
Dharmasraya Sumbar dah nyala belom yaa?🙏🏻😢,Percakapan Biasa,Tidak Berisiko
"aiiii gamaokkkkkk dimaapin, susah aku tiap malem harus mati lampu teyusss",Percakapan Biasa,Tidak Berisiko
#bubarkanpln,Percakapan Biasa,Tidak Berisiko
ada api ga ya 🤣🤣,Percakapan Biasa,Tidak Berisiko
Knpa si kek sumatra di terpencilkan,Percakapan Biasa,Tidak Berisiko
kami masyarakat mengucapkan banyak trimakasih atas kerja keras yg tlah bapak usahakan tuk masyarakat,Percakapan Biasa,Tidak Berisiko
kami minta konpen sasi.krn pemadaman listrik tambang udang sya gagal krna air gak ngalir😭,Informasi Umum,Tidak Berisiko
sampai sekarang masih matii,Percakapan Biasa,Tidak Berisiko
ada sesuatu ini.. ada apa. 😂😂,Percakapan Biasa,Tidak Berisiko
"jangan di maafin,, tapi ganti pak,,, masak kabel PLN semrawut, tiang miring gak di benerin",Informasi Umum,Tidak Berisiko
medan msih padam pak,Percakapan Biasa,Tidak Berisiko
rata² pejabat suka banyak bicara.yg penting olah ada projek ada....😆😆,Percakapan Biasa,Tidak Berisiko
Ayo kita gugat secara perdata,Percakapan Biasa,Tidak Berisiko
maaf aj? awak tidur kepanasan wak,Percakapan Biasa,Tidak Berisiko
jd intinya gmnaaaaaaa sampe kapan,Percakapan Biasa,Tidak Berisiko
"ayam ku, yoghurt ku, ikan ku rusaaaakkkk Mato semalaman",Percakapan Biasa,Tidak Berisiko
"dari jam 18.44 mati, nyala jam 22.13 mati lgi dri jam 05.10 sampe skrng ini 11.26 blm juga hidup duh ya allah nyiksa",Jadwal & Kegiatan,Tidak Berisiko
durasi,Percakapan Biasa,Tidak Berisiko
"jam 9 pagi Gebang baru hidup Cok ,eh jam 11 mati lagi .
gua belom siap nyuci baju, belum siap masak, belom siap gosok baju .
klau padamkan listri info kan dong sblum nya.",Kata Kasar & Ancaman,Berisiko
tidak ush maafkan..,Percakapan Biasa,Tidak Berisiko
Maaf jg bayar tlat pak ada gangguan pembangkit...😏😁,Transaksi Aman,Tidak Berisiko
"Cuma pihak Owner Hotel Pekanbaru yang berterimakasih ke bapak, karena blackout semua hotel full",Percakapan Biasa,Tidak Berisiko
Kami susah tidur krn kepanasan,Percakapan Biasa,Tidak Berisiko
"kalau masyarakat telat bayar apa bisa minta maaf pak,",Transaksi Aman,Tidak Berisiko
bisa nya cma mnta ma'af dan merugi😅,Percakapan Biasa,Tidak Berisiko
pasti ada sesuatu alasan cuaca buruk padahal waktu banjir besar aja nggak ada masalah bro,Percakapan Biasa,Tidak Berisiko
[Stiker] [Stiker] terpaksa aku tekan kecepatan 2.0 x biar laju sikit ngomong nya,Percakapan Biasa,Tidak Berisiko
mundurrr pak... event 2 tahun sekali kah ?? saya kipasin anak sampe jam 6 pagi.. udah jadi zombie saya tidak tidur,Jadwal & Kegiatan,Tidak Berisiko
berapa barel lewat😅,Percakapan Biasa,Tidak Berisiko
Mati lampu nya lama skrg pun masi mati lampunya 🥺panas loh pak Pekanbaru panas mana mati lampunya lama bgt pak,Kata Kasar & Ancaman,Berisiko
Lampung kena juga pak,Percakapan Biasa,Tidak Berisiko
"maff ja gampang so bisa tak kembalikan waktu tu seperti semula tak bisa kan ? semua terbengkalai aktifitas pasai semua tak da instalasi listrik, Indonesia semua nak canggih tp listrik padam, aiiihhh oooo nya mana !!!😏",Informasi Umum,Tidak Berisiko
kalau lambar bayar bisa minta maaf gak ya..,Transaksi Aman,Tidak Berisiko
mana bisa maaf aja ni,Percakapan Biasa,Tidak Berisiko
"dengan Sumatra Selatan Idak minta maaf PLN,Kami di Palembang jg mati dari jam 18 sampe jam 12 malam",Jadwal & Kegiatan,Tidak Berisiko
tgn saya pengkorrr pak ngipasin anak saya smpek jam 3 pagi gnti uang kusuk nya pak😭,Jadwal & Kegiatan,Tidak Berisiko
"pak prabowo tolong dipecat dirut pln ini, karena tidak becus dalam hal maintenance listrik.",Informasi Umum,Tidak Berisiko
gara gara uwak ini aku pulng kerja JM 11 MLM GK bisa mandi 😵,Percakapan Biasa,Tidak Berisiko
lama kali ngomong nya aku cepetin ya pak 2x,Percakapan Biasa,Tidak Berisiko
dari jam 8 malam sampai jam 1 pagi Alhamdulillah 😊,Jadwal & Kegiatan,Tidak Berisiko
"pakkk tolongggg listrik nya...
stok ikannn aku sdahh mulaii menghitammmm smuaa[facewithrollingeyes].......",Informasi Umum,Tidak Berisiko
"Tiba-tiba nanti bilang PLN rugi, tiba-tiba tarif dasar listrik naik 🙃",Informasi Umum,Tidak Berisiko
hotel2 mol2 pada ngantri...fulll,Percakapan Biasa,Tidak Berisiko
harusnya emng ada swastanya si gak cuma PLN biar ada saingannya sehingga memberikan pelayanan yg maksimal,Informasi Umum,Tidak Berisiko
"entah lah klo mereka cukup minta maaf
klo kita denda
dmna letak keadilan
yg lemah selalu tertindas",Percakapan Biasa,Tidak Berisiko
maaf Pak gak ada ganti rugi gitu es crem udah jadi cair ini 🥲🥲🥲,Percakapan Biasa,Tidak Berisiko
guys bagus nya di apain ini PLN?,Informasi Umum,Tidak Berisiko
"listrik aja bisa syok, apalagi saya pak😴",Informasi Umum,Tidak Berisiko
makanya nggak mau pakai listrik beli mesin ganset..,Informasi Umum,Tidak Berisiko
seminggu lg berita PLN rugi 20 M.. 😂,Informasi Umum,Tidak Berisiko
asahan mulai jam 7 malam sampe sekarang belum idup..kalau di jepang udah mundur pak,Jadwal & Kegiatan,Tidak Berisiko
"GK ad uang GK bisa isi token....mari lampu suka"" mu aj",Percakapan Biasa,Tidak Berisiko
tmptku dr mgrb smpe jam 7 pagi baru idup.. Eh jam 9 mati lagi smpe skrg 😭,Jadwal & Kegiatan,Tidak Berisiko
ada sesuatu pastinya,Percakapan Biasa,Tidak Berisiko
"Sepertinya masyakat yg terdampak wilayahnya mati lampu tidak ada yg percaya apa yg kalian katakan.
Lain kali kalo mau matikan lampu stidaknya ada himbauan ke masyarakat.",Percakapan Biasa,Tidak Berisiko
cepat lah woy udh ga ada baterai lagi ni,Percakapan Biasa,Tidak Berisiko
"mundur pak, bukan cuma maaf",Percakapan Biasa,Tidak Berisiko
cepat lh bapak kerjain jgn lambat x,Percakapan Biasa,Tidak Berisiko
"maaff doang udah nunggu lampu hidup lama eh mati
lagi🗿🗿 nasib²",Percakapan Biasa,Tidak Berisiko
"Bayar telat 1 hari, didatangi petugas yg gagah berani kerumah untuk memutuskan aliran listrik, padahal telatnya hanya hitungan jam. Lha hak penggunaan listrik pelanggan ""dihilangkan"" berjam jam gimana konsekuensinya dr PLN yang terhormat?????",Transaksi Aman,Tidak Berisiko
Mundur saja Pak,Percakapan Biasa,Tidak Berisiko
kompensasinya woi....,Percakapan Biasa,Tidak Berisiko
Palembang jga mati lampu semalam anjir,Kata Kasar & Ancaman,Berisiko
kok bisa ya padahal pembangkit listrik nya beda antara daerah,Informasi Umum,Tidak Berisiko
Ada berapa yg lewat nihhhhh.,Percakapan Biasa,Tidak Berisiko
"bos..bos...minta maaf trus.
kalau masyarakat nunggak 1 bulan bisa gak minta maaf?
langsung keluar surat putus meteran
adil lah bos.",Informasi Umum,Tidak Berisiko
Pak 12 jam tempatkuu gak 2 jam😭😭,Percakapan Biasa,Tidak Berisiko
udh siap cuma mnta maaf doang.tapi engga ada ganti rugi nya,Percakapan Biasa,Tidak Berisiko
"di medan deli khusus nya di lingkungan 1 km 6 lorong 12 masih mati lampu, sudah mau 17 jam mati lampu",Percakapan Biasa,Tidak Berisiko
Intinya berapa hari pak..,Percakapan Biasa,Tidak Berisiko
masak gak ada kompensasi ke masyarakat yang terdampak?,Percakapan Biasa,Tidak Berisiko
"pengalihan issue, di balik hebohnyo turun harga sawit.",Percakapan Biasa,Tidak Berisiko
"segeralah Pak di perbaiki.
jangan ada hal hal yg lain yg akan jadi perbincangan publik.
makasih",Percakapan Biasa,Tidak Berisiko
"ga mau ah aku sampe jam 2malam ga bisa tidur grgr mati lampu, kepanasan 😌😌",Jadwal & Kegiatan,Tidak Berisiko
Woii marelan pasar 1 rel gak idup2 sampek detik ini 😡😡😡,Percakapan Biasa,Tidak Berisiko
"Tidak Becus, Pejabat Dengan Sistem Suka Bayar Didepan, Giliran Masalah cukup minta maaf",Transaksi Aman,Tidak Berisiko
yang sampe sekarang belum hidup tunjuk tangan ☝️,Percakapan Biasa,Tidak Berisiko
di sini mati lampu woy 🗿,Percakapan Biasa,Tidak Berisiko
moga ada penambahan kwh nya pas beli token ya pak,Informasi Umum,Tidak Berisiko
"kasihlah kompensasi kami, PLN matikan lampu kami Satu malam kasihlah kompensasi, kalau PLN telat bayar aja terus diputus lampu arus listrik kami, nggak mau repot buat tongen PLN kami",Kata Kasar & Ancaman,Berisiko
untuk bulan ini tolong gratiskan bayarnya ya. jng maaf2 aja kami juga rugi,Percakapan Biasa,Tidak Berisiko
"ini masih blm nyala loo, astaghfirullah",Percakapan Biasa,Tidak Berisiko
"smpai skrng blom hidup , tolong segera di tngani",Percakapan Biasa,Tidak Berisiko
"minta maaf Pak, kami maaf kan tp kinerja nya harus di tingkatkan jgn udah mati baru di kerjakan mana maintenance nya",Percakapan Biasa,Tidak Berisiko
Permohonan maaf ditolak,Percakapan Biasa,Tidak Berisiko
"Gitu doang ya...
Enak banget ya.....
Harusnya di buat regulasi yang jelas bukan untuk masyarakat saja tapi untuk pemerintah juga.
Negara ini milik bersama bukan hanya pemerintah saja.",Percakapan Biasa,Tidak Berisiko
Byr listrik gak pernah telat token makin naik listrik semua makin naik listrik,Informasi Umum,Tidak Berisiko
GAK DIMAAFIN!!!!!!!!!,Percakapan Biasa,Tidak Berisiko
Alamat mau nambah rugi. Pejabat nya Hedon. Karyawan biasa PLN aja aduhhhhh......,Informasi Umum,Tidak Berisiko
di daerah kami dari jam 18 malam sampai jam 7 pagi baru bisa hidup lampu nya 🥺😭,Jadwal & Kegiatan,Tidak Berisiko
mana naik trs listrik ini,Informasi Umum,Tidak Berisiko
"akibat lampu mati air pdam mati
bayr listrik bisa discon bulan y pak direktur..",Informasi Umum,Tidak Berisiko
Pak masih mati sampai sekarang di medan tolong pak udh 16 jam🙃,Kata Kasar & Ancaman,Berisiko
PLN bisa di denda ga? jgn minta maaf doang,Informasi Umum,Tidak Berisiko
"Klo sudah tau kenapa gak dari awal disampaikan. Baru kejadian dilaporkan 😁😁, Dirut mundur teratur",Percakapan Biasa,Tidak Berisiko
"pekanbaru jam 10.20 pagi ini mati lampu lagi,,",Jadwal & Kegiatan,Tidak Berisiko
kalo kesalahan kalian bisa minta maaf...kalon kami ngak bayar listrik Kenan denda......,Transaksi Aman,Tidak Berisiko
"Aduh pak, kami sengsara loh mau mandi gak bisa , mau Bab gak ada air , mau masak gak ada air , malam panas , hp kami gak btrai bnyak urusan yg tertunda oleh karena listri mati ini pak . Kenapa tidak ada pemberitahuan terlebih dahulu kepada kami masyarakat ini pak, kami mohon kejadian secepat ya di selesai kan dan tidak berkelanjutan karena sangat merugikan masyarakat loh pak ,",Kata Kasar & Ancaman,Berisiko
